X:FY_Bushing-L1(N),Y:FY_Bushing-L1(N),Y:FY_Bushing-L2(N),Y:FY_Bushing-L3(N),Y:FY_Bushing-L4(N),Y:FY_Bushing-L5(N),Y:FY_Bushing-R1(N),Y:FY_Bushing-R2(N),Y:FY_Bushing-R3(N),Y:FY_Bushing-R4(N),Y:FY_Bushing-R5(N),Y:Pos1_Relative-ê¸°ë³µ?Œì „(deg),Y:Pos1_Relative-? íšŒ?Œì „(deg),Y:Pos_TY-?¸ì–‘ë¬?mm),Y:Pos_ROLL-?˜ë?ì²?deg),Y:Pos_PITCH-?˜ë?ì²?deg),Y:Pos_YAW-?˜ë?ì²?deg)
2.190253,224419.74,211873.28,199413.75,187069.87,174870.35,228257.31,215653.02,203127.44,190709.56,178428.34,1.00E-27,1.5008529,7288.8104,7.36E-06,-0.015558275,-5.35E-05
2.200253,224810.83,212110.08,199497.83,187003.85,174657.91,228479.96,215723.19,203046.88,190481.07,178055.79,2.74E-28,1.5140444,7288.8111,7.16E-06,-0.015457421,-5.41E-05
2.210253,224482.71,211984.27,199571.84,187273.79,175118.51,227991.78,215439.56,202965.91,190599.46,178368.83,1.90E-28,1.5272885,7288.8119,6.91E-06,-0.015385632,-5.33E-05
2.220253,224986.2,212275.93,199653.89,187149.91,174793.83,228333.02,215570.65,202889.18,190318.69,177889.26,3.99E-29,1.5405853,7288.8124,6.73E-06,-0.015348539,-5.41E-05
2.230253,224624.19,212130.58,199722.55,187428.47,175276.67,227821.59,215277.99,202813.23,190455.89,178234.53,-3.71E-30,1.5539345,7288.8131,6.49E-06,-0.015351534,-5.32E-05
2.240253,225067.95,212389.17,199797.9,187323.76,174996.36,228116.07,215388.86,202742.55,190206.98,177811.97,-7.29E-29,1.5673362,7288.8134,6.33E-06,-0.015399357,-5.40E-05
2.250253,224828.43,212301.76,199860.72,187533.89,175349.82,227741.54,215168.28,202674.5,190288.97,178040.48,-3.89E-28,1.5807903,7288.8138,6.12E-06,-0.015496348,-5.34E-05
2.260253,225078,212458.38,199925.3,187507.96,175235.54,227860.94,215196.21,202612.04,190137.84,177803.04,1.11E-28,1.5942966,7288.8139,5.96E-06,-0.015646083,-5.37E-05
2.270253,225054.48,212475,199981.47,187602.8,175367.93,227720.15,215097.02,202554.18,190120.73,177825.8,9.63E-29,1.6078552,7288.814,5.80E-06,-0.015851542,-5.36E-05
2.280253,225057.31,212502.18,200032.59,187677.31,175465.09,227616.74,215019.28,202501.96,190093.72,177823.52,2.33E-28,1.621466,7288.814,5.66E-06,-0.016114903,-5.35E-05
2.290253,225252.46,212623.39,200080.59,187653.31,175370.82,227715.56,215045.25,202455.94,189977.08,177638.13,3.44E-28,1.6351289,7288.8137,5.54E-06,-0.016437561,-5.38E-05
2.300253,225047.97,212540.17,200117.19,187807.46,175639.41,227431.69,214883.76,202415.66,190056.01,177833.41,-1.59E-28,1.6488439,7288.8134,5.41E-06,-0.016820119,-5.33E-05
2.310253,225381.64,212725.05,200154.86,187700.51,175391.45,227693.1,214997.08,202382.5,189879,177516.22,-1.17E-29,1.6626108,7288.8128,5.34E-06,-0.017262252,-5.39E-05
2.320253,225076.97,212584.9,200177.34,187882.6,175729,227336.9,214806.23,202355.35,190012.76,177806.97,1.32E-28,1.6764296,7288.8123,5.25E-06,-0.017762872,-5.32E-05
2.330253,225423.59,212769.83,200202.32,187750.49,175443.75,227638.03,214946.02,202335.53,189836.16,177477.52,-1.01E-28,1.6903003,7288.8114,5.21E-06,-0.018319897,-5.39E-05
2.340253,225147.48,212637.44,200212.02,187899.66,175728.8,227337.62,214789.81,202322.03,189962.93,177741.1,-1.50E-28,1.7042227,7288.8105,5.16E-06,-0.018930508,-5.33E-05
2.350253,225386.18,212761.38,200222.47,187798.65,175519.16,227559.35,214896.84,202315.59,189845,177514.48,-4.87E-28,1.7181968,7288.8094,5.16E-06,-0.019590922,-5.37E-05
2.360253,225240,212687.97,200221.01,187867.84,175657.18,227414.44,214824.77,202315.6,189915.83,177654.36,-3.25E-28,1.7322226,7288.8082,5.14E-06,-0.020296639,-5.34E-05
2.370253,225297.92,212714.36,200216.23,187832.48,175592.03,227484.09,214862.71,202322.14,189891.51,177599.92,-2.10E-28,1.7462999,7288.8069,5.17E-06,-0.021042308,-5.36E-05
2.380253,225321.86,212720.59,200204.97,187804.08,175546.96,227532.71,214893.3,202334.85,189886.63,177577.85,-1.65E-28,1.7604288,7288.8054,5.20E-06,-0.021821893,-5.36E-05
2.390253,225195.67,212648.16,200185.75,187837.14,175631.02,227445.24,214859.19,202353.5,189957.07,177698.75,-1.38E-29,1.7746091,7288.8039,5.25E-06,-0.022628682,-5.34E-05
2.400253,225360.73,212720.04,200165.54,187726.58,175432.47,227656.11,214976.2,202377.59,189889.78,177542.31,6.79E-29,1.7888407,7288.8022,5.32E-06,-0.023455335,-5.38E-05
2.410253,225110.9,212579.97,200134.08,187801.81,175611.75,227468.4,214897.63,202406.95,190025.13,177780.93,2.54E-28,1.8031236,7288.8006,5.39E-06,-0.024294046,-5.34E-05
2.420253,225336.93,212677.87,200105.36,187648.87,175337.84,227759,215059.16,202440.68,189933.19,177566.36,1.23E-28,1.8174578,7288.7987,5.50E-06,-0.025136491,-5.39E-05
2.430253,225059.58,212519.56,200064.85,187724.1,175525.94,227562.1,214980.48,202478.88,190086.15,177831.14,-3.79E-28,1.8318431,7288.797,5.59E-06,-0.025974085,-5.34E-05
2.440253,225250.09,212595.76,200028.11,187576.57,175270.58,227833.25,215136.18,202520.24,190015.06,177650.28,-4.52E-28,1.8462796,7288.795,5.71E-06,-0.026797894,-5.39E-05
2.450253,225039,212467.62,199982.1,187611.29,175384.08,227715.11,215099.98,202565.01,190139.28,177851.86,6.34E-28,1.860767,7288.7932,5.82E-06,-0.027598921,-5.35E-05
2.460253,225118.33,212484.99,199938.3,187507.56,175222.07,227887.77,215209.45,202611.84,190124.44,177776.75,2.84E-28,1.8753054,7288.7913,5.96E-06,-0.028368036,-5.38E-05
2.470253,225031.82,212417.66,199890.06,187478.19,175211.19,227900.89,215240.57,202660.66,190190.53,177859.56,-3.52E-28,1.8898947,7288.7894,6.09E-06,-0.029096219,-5.37E-05
2.480253,224970.98,212362.7,199841.03,187435.1,175174.02,227941.73,215286.06,202710.63,190244.78,177917.86,-3.65E-28,1.9045349,7288.7876,6.23E-06,-0.029774578,-5.37E-05
2.490253,225015.13,212360.51,199793.14,187342.47,175037.94,228086.94,215383.64,202760.95,190248.54,177876.07,5.13E-28,1.9192258,7288.7858,6.37E-06,-0.030394484,-5.39E-05
2.500253,224838.01,212246.47,199741.58,187352.37,175107.83,228014.61,215373.19,202811.63,190359.16,178045.02,8.29E-29,1.9339673,7288.7841,6.50E-06,-0.030947696,-5.36E-05
