X:FY_Bushing-L1(N),Y:FY_Bushing-L1(N),Y:FY_Bushing-L2(N),Y:FY_Bushing-L3(N),Y:FY_Bushing-L4(N),Y:FY_Bushing-L5(N),Y:FY_Bushing-R1(N),Y:FY_Bushing-R2(N),Y:FY_Bushing-R3(N),Y:FY_Bushing-R4(N),Y:FY_Bushing-R5(N),Y:Pos1_Relative-ê¸°ë³µ?Œì „(deg),Y:Pos1_Relative-? íšŒ?Œì „(deg),Y:Pos_TY-?¸ì–‘ë¬?mm),Y:Pos_ROLL-?˜ë?ì²?deg),Y:Pos_PITCH-?˜ë?ì²?deg),Y:Pos_YAW-?˜ë?ì²?deg)
2.490253,322025.48,270955.86,219080.49,168395.44,120896.73,323515.67,272443.88,220507.12,169708,122049.15,-7.60E-27,1.9192258,7288.7636,1.14E-05,-0.038060099,-0.000219544
2.500253,322653.6,271270.08,219058.04,168052.71,120289.31,324226.86,272844.4,220569.98,169445.6,121513.26,8.16E-27,1.9339673,7288.7614,1.15E-05,-0.038772449,-0.000220973
2.510253,324337.3,272155.85,219082.56,167255.18,118811.49,325967.2,273790.63,220654.11,168702.54,120080.82,-2.82E-27,1.9487595,7288.7591,1.18E-05,-0.039380161,-0.000224624
2.520253,320866.52,270261.19,218892.01,168697.17,121614.87,322652.82,272052.78,220619.31,170297.22,123031.36,-1.39E-27,1.9636023,7288.7582,1.17E-05,-0.039874517,-0.000217409
2.530253,324779.65,272356.5,219024.59,166953.18,118311.49,326562.94,274150.33,220753.63,168549.45,119714.42,-8.66E-28,1.9784956,7288.7555,1.20E-05,-0.040246686,-0.000225724
2.540253,321662.94,270656.28,218857.75,168254.62,120834.18,323582.05,272585.75,220721.44,169983.3,122365.49,6.32E-27,1.9934392,7288.7549,1.19E-05,-0.040490557,-0.000219231
2.550253,322882.05,271298.71,218879.1,167682.92,119769.89,324835.99,273265.92,220780.04,169445.2,121328.29,4.16E-27,2.0084333,7288.7532,1.21E-05,-0.040599688,-0.000221863
2.560253,323824.46,271794.23,218892.38,167236.09,118942.49,325808.05,273793.52,220825,169027.04,120524.16,-1.21E-27,2.0234776,7288.7518,1.22E-05,-0.040569866,-0.000223907
2.570253,321043.73,270281.97,218750.72,168406.66,121206.48,323129.05,272381.7,220783.01,170296.59,122886.06,4.95E-28,2.0385721,7288.7516,1.21E-05,-0.040398159,-0.000218104
2.580253,324605.6,272200.64,218894.12,166852.24,118241.19,326639.04,274252.72,220878.97,168691.59,119864.34,-2.38E-27,2.0537168,7288.7498,1.24E-05,-0.040082227,-0.000225624
2.590253,321457.42,270495.83,218750.12,168201.54,120831.34,323579.01,272633.6,220820.04,170126.63,122541.66,2.47E-27,2.0689115,7288.75,1.22E-05,-0.039622531,-0.000219013
2.600253,323136.87,271401.86,218821.35,167474.11,119438.93,325223.77,273506.68,220858.53,169365.44,121113.54,-2.01E-27,2.0841563,7288.7491,1.23E-05,-0.039019525,-0.000222549
2.610253,323438.36,271565.86,218836.52,167346.84,119193.34,325509.33,273654.73,220857.88,169222.67,120852.99,-1.86E-27,2.099451,7288.7488,1.23E-05,-0.038276167,-0.000223179
2.620253,321338.8,270435.36,218752.01,168262.82,120941.89,323439.12,272551.02,220800.04,170167.26,122633.78,3.92E-27,2.1147956,7288.7493,1.22E-05,-0.03739654,-0.000218749
2.630253,324491.2,272148.78,218909.17,166930.4,118370.5,326482.57,274157.18,220850.76,168728.85,119957.01,-1.61E-27,2.1301901,7288.7485,1.23E-05,-0.036385629,-0.000225339
