X:FY_Bushing-L1(N),Y:FY_Bushing-L1(N),Y:FY_Bushing-L2(N),Y:FY_Bushing-L3(N),Y:FY_Bushing-L4(N),Y:FY_Bushing-L5(N),Y:FY_Bushing-R1(N),Y:FY_Bushing-R2(N),Y:FY_Bushing-R3(N),Y:FY_Bushing-R4(N),Y:FY_Bushing-R5(N),Y:Pos1_Relative-기복회전(deg),Y:Pos1_Relative-선회회전(deg),Y:Pos_TY-인양물(mm),Y:Pos_ROLL-하부체(deg),Y:Pos_PITCH-하부체(deg),Y:Pos_YAW-하부체(deg)
0.00000000,3.0084097e-20,1.5170159e-20,2.5779993e-22,-1.4654560e-20,-2.9566919e-20,1.5013356e-14,1.5013341e-14,1.5013326e-14,1.5013311e-14,1.5013297e-14,0.00000000,-0.00000000,7288.7515,0.00000000,-0.00000000,0.00000000
0.010229000,336008.02,191918.82,65619.889,1516.8742,-2.5548609,348088.99,204346.93,74585.830,3410.4830,-2.5832332,3.7805747e-24,0.00014120563,7288.6514,4.2870001e-05,-0.00013317077,-0.00061763656
0.020253000,500000.34,500000.56,456344.17,304607.90,126531.81,500000.41,500000.64,465674.38,320324.91,140784.47,9.7205287e-24,0.00055337458,7288.5724,5.4928923e-05,-0.00056273868,-0.00077545227
0.030253000,64477.265,78544.353,93612.919,109578.99,126338.59,52460.861,65607.510,79866.674,95132.140,111297.69,1.9223369e-22,0.0012343334,7288.7349,-2.7236613e-05,-0.0013175119,8.2345028e-05
0.040253000,233354.06,138672.65,59774.928,10156.901,-1.1345815,223263.77,129567.50,53055.010,7230.4018,-1.2184729,-8.7478250e-23,0.0021844754,7288.6786,3.8779472e-06,-0.0023088198,-0.00041487896
0.050253000,499998.97,467533.99,338481.49,173110.06,39143.256,499998.88,482042.97,366833.69,202690.13,57776.369,9.0075328e-24,0.0034035306,7288.5984,7.1571452e-05,-0.0035641141,-0.00071128101
0.060253000,164208.83,230829.92,298719.71,363369.63,420271.10,176612.43,243796.83,311391.14,374892.11,429796.48,6.1114778e-23,0.0048912289,7288.7284,5.2436243e-06,-0.0051225933,0.00028775014
0.070253000,452015.49,334010.44,190129.02,64527.617,1362.6231,457569.64,342494.47,198742.25,70644.773,2533.8433,6.9031694e-23,0.0066473004,7288.6309,3.7983415e-05,-0.0068864950,-0.00061640390
0.080253000,350307.62,252605.74,154531.06,70427.362,14638.453,347212.00,249199.56,151301.66,67890.999,13340.283,3.8043820e-23,0.0086714751,7288.6602,1.3295085e-05,-0.0089085448,-0.00042353296
0.090253000,143207.07,178379.38,214995.88,252311.45,289580.98,141062.55,176166.71,212764.82,250108.82,287450.64,1.1963024e-23,0.010963483,7288.7233,-9.7440073e-06,-0.011153760,0.00015810366
