X:FY_Bushing-L1(N),Y:FY_Bushing-L1(N),Y:FY_Bushing-L2(N),Y:FY_Bushing-L3(N),Y:FY_Bushing-L4(N),Y:FY_Bushing-L5(N),Y:FY_Bushing-R1(N),Y:FY_Bushing-R2(N),Y:FY_Bushing-R3(N),Y:FY_Bushing-R4(N),Y:FY_Bushing-R5(N),Y:Pos1_Relative-기복회전(deg),Y:Pos1_Relative-선회회전(deg),Y:Pos_TY-인양물(mm),Y:Pos_ROLL-하부체(deg),Y:Pos_PITCH-하부체(deg),Y:Pos_YAW-하부체(deg)
0.00000000,7.5210241e-21,3.7913566e-21,6.3266766e-23,-3.6648231e-21,-7.3929130e-21,1.5013335e-14,1.5013331e-14,1.5013328e-14,1.5013324e-14,1.5013320e-14,0.00000000,-0.00000000,7288.7515,0.00000000,-0.00000000,0.00000000
0.010229000,336023.98,191978.20,65693.491,1535.4605,-2.5552611,347852.82,204141.52,74465.926,3388.9494,-2.5822613,-4.1738596e-24,3.5301408e-05,7288.6514,4.2501215e-05,-6.5174364e-05,-0.00061744531
0.020253000,500000.33,500000.56,456626.86,305166.46,127120.53,500000.41,500000.64,465479.19,320073.19,140639.23,-3.6101622e-23,0.00013834364,7288.5723,5.3780130e-05,-0.00029663401,-0.00077503113
0.030253000,64701.892,78829.832,93963.164,109996.99,126826.40,52384.382,65566.517,79868.409,95182.848,111402.63,-1.3096748e-22,0.00030858335,7288.7345,-2.7831741e-05,-0.00072515745,8.2597601e-05
0.040253000,233538.50,138793.46,59830.323,10166.318,-1.1321285,223183.24,129451.37,52938.653,7169.6927,-1.2177174,-6.8131249e-23,0.00054611885,7288.6780,3.5264993e-06,-0.0012639949,-0.00041509102
0.050253000,499998.97,467430.48,338414.35,173162.20,39245.847,499998.88,481853.45,366528.21,202480.41,57719.329,1.0678830e-23,0.00085088265,7288.5975,7.1165823e-05,-0.0019432971,-0.00071074419
0.060253000,164344.98,231009.46,298932.07,363597.08,420488.76,176546.88,243766.13,311397.77,374931.12,429855.46,-3.2647169e-23,0.0012228072,7288.7270,4.9670863e-06,-0.0028055089,0.00028790678
0.070253000,452301.87,334375.12,190427.65,64686.921,1380.4040,457684.44,342605.64,198783.69,70620.042,2516.1812,1.1511232e-23,0.0016618251,7288.6289,3.7607895e-05,-0.0037572254,-0.00061672886
0.080253000,349908.87,252415.30,154577.81,70637.214,14834.311,346548.73,248729.13,151090.56,67901.684,13431.173,-3.1264435e-23,0.0021678688,7288.6577,1.2847969e-05,-0.0048556305,-0.00042251088
0.090253000,143424.92,178476.26,214959.19,252136.79,289272.14,141015.15,175986.32,212444.36,249649.31,286861.19,2.9248973e-23,0.0027408707,7288.7200,-1.0091330e-05,-0.0060710749,0.00015752812
0.10025300,500000.06,434500.15,277269.99,107789.21,5686.7443,500000.05,444547.99,291672.64,119976.58,9440.1781,7.9605988e-24,0.0033807635,7288.5969,5.1361771e-05,-0.0073527173,-0.00075036040
0.11025300,209353.10,217517.57,225713.52,233932.97,242167.95,211082.38,219249.80,227446.96,235665.93,243898.74,3.1633925e-23,0.0040874795,7288.7006,8.6585655e-07,-0.0087658099,3.4784360e-05
0.12025300,306046.85,247689.36,189445.47,134204.15,84854.414,309319.04,250966.81,192566.98,137019.66,87224.961,2.6935382e-24,0.0048609514,7288.6690,1.4851577e-05,-0.010228972,-0.00024837260
0.13025300,445670.52,324930.60,181341.07,58640.879,568.99204,453134.88,335969.17,192391.60,66330.979,1716.1152,2.0375051e-23,0.0057011115,7288.6229,4.1413943e-05,-0.011750540,-0.00061450900
0.14025300,129068.55,173895.52,221298.23,269660.51,317366.16,132014.28,177088.76,224630.09,273019.96,320640.08,-4.5497584e-23,0.0066078924,7288.7181,-4.1866163e-06,-0.013346805,0.00020452984
0.15025300,479656.01,388375.57,257527.64,124635.28,27221.537,483830.69,396835.92,267414.68,133247.78,32016.004,1.4307457e-24,0.0075812267,7288.6138,3.8151578e-05,-0.014939685,-0.00058388067
0.16025300,310773.09,264507.54,217789.75,172078.03,128830.69,312624.00,266352.98,219570.94,173741.30,130327.51,1.4440377e-24,0.0086210467,7288.6661,1.0829456e-05,-0.016579268,-0.00019774429
0.17025300,209270.56,197515.92,185868.44,174352.34,162991.84,210611.88,198827.10,187147.11,175596.26,164198.89,2.7182753e-24,0.0097272850,7288.6874,3.9217057e-06,-0.018216239,-5.0470160e-05
0.18025300,456848.21,338853.41,192348.33,64128.074,987.76988,463461.66,349442.85,203255.39,71894.198,2354.1726,1.0781306e-23,0.010899874,7288.6130,4.1754547e-05,-0.019824843,-0.00062848991
0.19025300,174779.04,202427.23,230625.66,259047.17,287364.59,177709.50,205437.19,233680.15,262111.03,290402.49,-1.5927130e-24,0.012138746,7288.6998,-1.0011462e-06,-0.021438601,0.00012007052
0.20025300,431058.08,347096.41,248823.19,150719.36,67265.890,436320.18,353868.79,256008.30,157280.48,72227.104,1.8253284e-24,0.013443835,7288.6285,2.7807854e-05,-0.022984800,-0.00042509895
0.21025300,357646.86,284809.89,209107.53,136775.01,74047.536,362462.68,289955.73,214147.74,141299.56,77672.029,7.9896203e-24,0.014815071,7288.6458,2.0559821e-05,-0.024494305,-0.00032099553
0.22025300,178355.51,182614.70,186892.78,191188.53,195500.71,180944.02,185201.09,189476.19,193768.10,198075.63,1.0470835e-23,0.016252388,7288.6901,2.7805912e-06,-0.025944022,1.8593364e-05
0.23025300,451767.65,340875.11,204780.23,81030.654,7174.0573,458203.62,350639.09,214945.31,88829.950,10000.677,-3.7271666e-23,0.017755719,7288.6117,3.8802592e-05,-0.027295799,-0.00058401626
0.24025300,216482.39,224628.87,232799.65,240986.87,249182.71,219391.88,227535.53,235700.61,243879.33,252063.87,-1.1411750e-25,0.019324995,7288.6844,2.4318168e-06,-0.028588332,3.4566249e-05
0.25025300,385610.80,314698.02,238258.93,162812.90,94879.338,390481.40,320135.76,243771.51,167935.42,99174.282,5.8845280e-24,0.020960150,7288.6382,2.1362765e-05,-0.029762967,-0.00032580684
0.26025300,376627.94,294285.34,207087.05,124592.61,56361.576,382119.44,300377.09,213088.04,129851.57,60266.937,-3.1007945e-24,0.022661115,7288.6365,2.4012948e-05,-0.030840174,-0.00037013964
0.27025300,179679.66,186500.46,193366.60,200273.08,207214.94,182542.91,189370.02,196240.22,203148.55,210090.04,1.8076059e-23,0.024427824,7288.6878,2.6805906e-06,-0.031814913,2.9721365e-05
0.28025300,442037.98,337623.24,212857.41,96583.004,17642.542,448217.72,346314.77,221884.48,103890.79,21297.592,9.1861321e-24,0.026260209,7288.6147,3.5152989e-05,-0.032649906,-0.00053485534
0.29025300,242276.55,236346.62,230423.54,224510.28,218609.80,245341.46,239383.15,233430.20,227485.63,221552.46,1.1964892e-24,0.028158201,7288.6759,5.1319147e-06,-0.033386647,-2.5132118e-05
0.30025300,356112.43,294545.00,230334.20,167285.95,109206.13,360608.33,299310.60,235075.23,171724.28,113079.83,-6.6300763e-24,0.030121735,7288.6453,1.8064469e-05,-0.033981222,-0.00027230052
