X:FY_Bushing-L1(N),Y:FY_Bushing-L1(N),Y:FY_Bushing-L2(N),Y:FY_Bushing-L3(N),Y:FY_Bushing-L4(N),Y:FY_Bushing-L5(N),Y:FY_Bushing-R1(N),Y:FY_Bushing-R2(N),Y:FY_Bushing-R3(N),Y:FY_Bushing-R4(N),Y:FY_Bushing-R5(N),Y:Pos1_Relative-기복회전(deg),Y:Pos1_Relative-선회회전(deg),Y:Pos_TY-인양물(mm),Y:Pos_ROLL-하부체(deg),Y:Pos_PITCH-하부체(deg),Y:Pos_YAW-하부체(deg)
20.250253,369378.75,373483.22,377548.52,381573.25,385556.00,112153.66,117681.16,123290.70,128978.47,134740.65,6.7437943e-28,90.000000,7289.2859,-0.00035804133,0.035379850,2.5029730e-05
20.260253,369317.83,373502.16,377645.78,381747.21,385804.94,111913.33,117515.99,123203.14,128970.82,134815.04,-5.6874638e-28,90.000000,7289.2844,-0.00035834213,0.034191748,2.5413590e-05
20.270253,369197.93,373448.26,377656.64,381821.49,385941.25,111763.00,117427.02,123177.52,129010.39,134921.52,2.3525771e-29,90.000000,7289.2830,-0.00035841177,0.032936046,2.5724893e-05
20.280253,369205.34,373517.26,377785.97,382009.82,386187.19,111532.90,117255.21,123066.03,128961.09,134936.14,-7.9877320e-28,90.000000,7289.2819,-0.00035879548,0.031612718,2.6025688e-05
20.290253,369145.28,373503.42,377817.43,382085.62,386306.29,111403.68,117169.04,123024.35,128965.27,134987.44,4.0492561e-28,90.000000,7289.2809,-0.00035891784,0.030223206,2.6245829e-05
20.300253,369131.85,373526.48,377876.22,382179.33,386434.10,111272.13,117071.72,122962.46,128939.93,134999.68,9.1764199e-29,90.000000,7289.2802,-0.00035911162,0.028770350,2.6422662e-05
20.310253,369185.82,373607.95,377984.58,382313.94,386594.28,111120.45,116946.37,122864.45,128870.18,134959.05,1.9223789e-29,90.000000,7289.2797,-0.00035943585,0.027258467,2.6561764e-05
20.320253,369167.72,373600.72,377988.01,382327.80,386618.32,111077.33,116913.18,122841.54,128857.89,134957.70,-7.3077171e-29,90.000000,7289.2794,-0.00035947926,0.025693353,2.6613595e-05
20.330253,369267.10,373704.47,378095.96,382439.80,386734.20,110968.60,116809.30,122742.80,128764.57,134870.06,-1.4795846e-28,90.000000,7289.2793,-0.00035979959,0.024082181,2.6644150e-05
20.340253,369336.04,373763.41,378145.07,382479.26,386764.21,110930.04,116761.73,122686.00,128698.32,134794.17,5.8049484e-28,90.000000,7289.2794,-0.00035996170,0.022433555,2.6602094e-05
