X:FY_Bushing-L1(N),Y:FY_Bushing-L1(N),Y:FY_Bushing-L2(N),Y:FY_Bushing-L3(N),Y:FY_Bushing-L4(N),Y:FY_Bushing-L5(N),Y:FY_Bushing-R1(N),Y:FY_Bushing-R2(N),Y:FY_Bushing-R3(N),Y:FY_Bushing-R4(N),Y:FY_Bushing-R5(N),Y:Pos1_Relative-ê¸°ë³µ?Œì „(deg),Y:Pos1_Relative-? íšŒ?Œì „(deg),Y:Pos_TY-?¸ì–‘ë¬?mm)
0.010229,331090.26,188950.15,64982.617,1673.5563,-2.5429088,342756.32,200827.11,73531.019,3542.3883,-2.5700195,-2.35E-05,5.43E-26,7288.6503
0.020253,500000.29,500000.52,457888.21,311645.75,137084.24,500000.37,500000.59,466538.43,326308.86,150739.55,-9.22E-05,3.85E-25,7288.5653
0.030253,67797.914,84217.782,101889.46,120658.5,140370.46,55282.457,70654.834,87423.583,105431.24,124520.34,-0.000205722,-1.53E-24,7288.7144
0.040253,236046.07,139127.01,58632.79,8984.2596,-1.0632237,225081.84,129243.57,51416.233,6027.4568,-1.1447268,-0.000364079,1.19E-24,7288.6413
0.050253,499998.9,459568.31,330212.34,170246.57,40709.254,499998.81,474935.14,357296.69,197979.3,58412.291,-0.000567255,1.87E-26,7288.5458
0.060253,165940.78,233961.93,303085.39,368537.73,425545.54,178777.36,247355.2,316114.59,380287.97,435107.79,-0.000815205,-4.66E-25,7288.6468
0.070253,460028.75,343799.54,197328.79,67581.235,1521.6193,465729.8,353126.35,207018.96,74564.51,2919.8762,-0.001107883,-2.53E-25,7288.5172
0.080253,327191.46,238659.04,151424.01,75742.653,21871.246,323089.74,234334.85,147374.63,72483.005,19933.931,-0.001445246,-6.47E-25,7288.5214
0.090253,147957.4,177235.27,207524.2,238398.23,269431.43,145024.55,174221.79,204476.49,235360.69,266446.42,-0.001827247,-3.50E-25,7288.5379
0.100253,499999.97,431638.49,274061.72,105779.66,5320.2508,499999.95,441567.63,288050.55,117519.72,8846.2676,-0.002253842,1.02E-25,7288.3759
0.110253,194979.33,213323.26,231848.81,250464.02,269076.94,196649.6,215019.12,233561.9,252185.9,270799.12,-0.002724986,-5.55E-26,7288.4369
