X:FY_Bushing-L1(N),Y:FY_Bushing-L1(N),Y:FY_Bushing-L2(N),Y:FY_Bushing-L3(N),Y:FY_Bushing-L4(N),Y:FY_Bushing-L5(N),Y:FY_Bushing-R1(N),Y:FY_Bushing-R2(N),Y:FY_Bushing-R3(N),Y:FY_Bushing-R4(N),Y:FY_Bushing-R5(N),Y:Pos1_Relative-ê¸°ë³µ?Œì „(deg),Y:Pos1_Relative-? íšŒ?Œì „(deg),Y:Pos_TY-?¸ì–‘ë¬?mm)
17.860253,500000,476889.36,226326.64,6369.4922,0.000239576,500000,473807.69,219508.78,4724.0055,-0.000611015,-9.6811034,-2.53E-30,6146.7812
17.870253,500000,477066.47,226636.72,6426.8855,0.000154764,500000,473685.46,219178.65,4636.0976,-0.000687089,-9.6839637,-5.54E-30,6146.3886
17.880253,500000,477252.94,226939.13,6475.0731,6.27E-05,500000,473577.9,218849.66,4542.8579,-0.000764734,-9.6868122,1.97E-29,6145.9976
17.890253,500000,477446.78,227231.85,6513.9959,-1.62E-05,500000,473485.24,218524.21,4445.4198,-0.000823311,-9.689649,4.79E-30,6145.6082
17.900253,500000,477643.38,227513.5,6545.423,-6.66E-05,500000,473404.87,218205.46,4346.4143,-0.000847189,-9.6924738,-6.36E-30,6145.2204
17.910253,500000,477836.63,227783.05,6572.2402,-8.25E-05,500000,473332.55,217897.07,4249.2734,-0.000830312,-9.6952868,1.04E-29,6144.8342
17.920253,500000,478020.48,228039.54,6597.4245,-6.88E-05,500000,473263.88,217602.68,4157.3145,-0.000777914,-9.698088,-1.84E-29,6144.4497
17.930253,500000,478190.46,228281.85,6623.0176,-3.97E-05,500000,473195.96,217325.38,4072.884,-0.000704909,-9.7008773,4.31E-30,6144.0669
17.940253,500000,478344.76,228508.52,6649.4011,-1.45E-05,500000,473128.4,217067.3,3996.8015,-0.000631478,-9.7036547,-2.18E-30,6143.6857
17.950253,500000,478484.52,228717.72,6675.0776,-1.14E-05,500000,473063.67,216829.4,3928.2448,-0.00057717,-9.7064201,3.94E-31,6143.3062
17.960253,500000,478613.28,228907.45,6697.0158,-4.27E-05,500000,473006.53,216611.6,3865.0921,-0.000555241,-9.7091737,-2.69E-30,6142.9284
17.970253,500000,478735.8,229075.73,6711.4628,-0.000110784,500000,472962.76,216413.14,3804.6143,-0.000568865,-9.7119153,8.04E-31,6142.5522
17.980253,500000,478856.49,229220.94,6714.9893,-0.000207356,500000,472937.66,216233.11,3744.3199,-0.00061031,-9.7146449,-2.15E-32,6142.1777
17.990253,500000,478978.06,229342.02,6705.4638,-0.000316016,500000,472934.49,216070.92,3682.7112,-0.000663275,-9.7173626,-4.06E-31,6141.8049
18.000253,500000,479100.65,229438.65,6682.6649,-0.000416777,500000,472953.63,215926.7,3619.7315,-0.000707712,-9.7200683,3.37E-30,6141.4338
18.010253,500000,479221.7,229511.22,6648.3489,-0.000491749,500000,472992.46,215801.33,3556.7754,-0.000725681,-9.722762,3.37E-30,6141.0644
18.020253,500000,479336.73,229560.72,6605.7575,-0.000530113,500000,473046.07,215696.22,3496.269,-0.000706536,-9.7254437,7.90E-31,6140.6967
18.030253,500000,479440.58,229588.53,6558.7259,-0.00053101,500000,473108.65,215612.94,3440.959,-0.000649965,-9.7281133,-7.13E-30,6140.3307
18.040253,500000,479528.88,229596.14,6510.6603,-0.000503569,500000,473174.98,215552.57,3393.1269,-0.000566033,-9.7307709,2.37E-32,6139.9665
18.050253,500000,479599.33,229584.95,6463.6818,-0.000464122,500000,473241.73,215515.31,3353.9504,-0.000472297,-9.7334165,-1.39E-30,6139.604
18.060253,500000,479652.31,229556.09,6418.1667,-0.000431452,500000,473308.21,215500.12,3323.1769,-0.000388849,-9.7360499,-2.93E-30,6139.2432
18.070253,500000,479690.88,229510.45,6372.797,-0.00042144,500000,473376.29,215504.79,3299.1825,-0.000332726,-9.7386713,-1.14E-30,6138.8842
18.080253,500000,479719.97,229448.74,6325.0924,-0.000442595,500000,473449.6,215526.22,3279.3904,-0.000313249,-9.7412806,-1.02E-29,6138.527
18.090253,500000,479745.09,229371.76,6272.2697,-0.00049371,500000,473532.25,215560.9,3260.9358,-0.000329578,-9.7438777,1.36E-29,6138.1714
18.100253,500000,479770.99,229280.56,6212.1845,-0.000564271,500000,473627.39,215605.49,3241.3978,-0.000371154,-9.7464628,1.49E-29,6137.8176
18.110253,500000,479800.46,229176.69,6144.0862,-0.000637482,500000,473736.05,215657.29,3219.395,-0.000420854,-9.7490356,3.12E-30,6137.4655
18.120253,500000,479833.82,229062.29,6068.9673,-0.000695038,500000,473856.59,215714.44,3194.8746,-0.000459958,-9.7515963,-9.19E-30,6137.1151
18.130253,500000,479869.04,228940.04,5989.4108,-0.000722282,500000,473984.87,215775.92,3169.0138,-0.000473497,-9.7541448,2.20E-30,6136.7664
18.140253,500000,479902.6,228813.04,5908.9884,-0.000712298,500000,474115.18,215841.24,3143.769,-0.000454487,-9.7566812,-1.05E-29,6136.4194
18.150253,500000,479930.72,228684.51,5831.3923,-0.000667813,500000,474241.53,215910.01,3121.2116,-0.000405866,-9.7592053,-1.20E-29,6136.0741
18.160253,500000,479950.72,228557.54,5759.552,-0.000600427,500000,474359.09,215981.42,3102.8438,-0.000339669,-9.7617172,2.27E-30,6135.7306
