X:FY_Bushing-L1(N),Y:FY_Bushing-L1(N),Y:FY_Bushing-L2(N),Y:FY_Bushing-L3(N),Y:FY_Bushing-L4(N),Y:FY_Bushing-L5(N),Y:FY_Bushing-R1(N),Y:FY_Bushing-R2(N),Y:FY_Bushing-R3(N),Y:FY_Bushing-R4(N),Y:FY_Bushing-R5(N),Y:Pos1_Relative-ê¸°ë³µ?Œì „(deg),Y:Pos1_Relative-? íšŒ?Œì „(deg),Y:Pos_TY-?¸ì–‘ë¬?mm)
39.350253,265956.07,265254.78,264553.38,263851.88,263150.28,117902.81,118196.65,118490.72,118785.01,119079.53,-30,87.076596,2629.8772
39.360253,265758.86,265174.2,264589.47,264004.66,263419.79,117663.01,118058.2,118453.79,118849.8,119246.22,-30,87.121575,2629.9864
39.370253,265566.3,265096.21,264626.07,264155.88,263685.65,117426.19,117920.83,118416.11,118912.04,119408.62,-30,87.166555,2630.0941
39.380253,265378.77,265020.96,264663.13,264305.27,263947.38,117192.7,117784.74,118377.69,118971.57,119566.37,-30,87.211535,2630.2003
39.390253,265196.6,264948.6,264700.59,264452.57,264204.54,116962.92,117650.11,118338.55,119028.24,119719.16,-30,87.256516,2630.3051
39.400253,265020.1,264879.26,264738.41,264597.55,264456.7,116737.16,117517.12,118298.7,119081.89,119866.67,-30,87.301498,2630.4083
39.410253,264849.57,264813.05,264776.53,264740.01,264703.49,116515.72,117385.93,118258.17,119132.4,120008.62,-30,87.34648,2630.51
39.420253,264685.25,264750.09,264814.92,264879.76,264944.59,116298.85,117256.68,118216.96,119179.66,120144.78,-30,87.391463,2630.6102
39.430253,264527.36,264690.45,264853.54,265016.63,265179.7,116086.8,117129.5,118175.1,119223.59,120274.93,-30,87.436447,2630.7088
39.440253,264376.07,264634.23,264892.37,265150.49,265408.6,115879.73,117004.48,118132.6,119264.09,120398.9,-30,87.481431,2630.8057
39.450253,264231.55,264581.47,264931.37,265281.25,265631.1,115677.81,116881.7,118089.48,119301.11,120516.55,-30,87.526415,2630.9011
39.460253,264093.88,264532.23,264970.55,265408.82,265847.05,115481.13,116761.24,118045.75,119334.61,120627.79,-30,87.571401,2630.9947
39.470253,263963.14,264486.54,265009.88,265533.17,266056.39,115289.77,116643.12,118001.4,119364.57,120732.55,-30,87.616386,2631.0866
39.480253,263839.36,264444.41,265049.38,265654.28,266259.09,115103.73,116527.37,117956.46,119390.97,120830.81,-30,87.661373,2631.1766
39.490253,263722.55,264405.85,265089.06,265772.17,266455.18,114923.02,116413.97,117910.93,119413.82,120922.57,-30,87.706359,2631.2648
39.500253,263612.64,264370.85,265128.93,265886.9,266644.73,114747.55,116302.9,117864.8,119433.16,121007.9,-30,87.751347,2631.3511
39.510253,263509.57,264339.37,265169.03,265998.54,266827.89,114577.24,116194.11,117818.07,119449.02,121086.87,-30,87.796334,2631.4354
39.520253,263413.23,264311.39,265209.39,266107.21,267004.84,114411.94,116087.53,117770.74,119461.47,121159.62,-30,87.841323,2631.5175
39.530253,263323.46,264286.84,265250.04,266213.04,267175.82,114251.47,115983.06,117722.8,119470.59,121226.29,-30,87.886311,2631.5975
39.540253,263240.08,264265.67,265291.05,266316.2,267341.1,114095.63,115880.6,117674.25,119476.45,121287.08,-30,87.9313,2631.6753
39.550253,263162.9,264247.8,265332.47,266416.87,267501.01,113944.16,115780.02,117625.07,119479.18,121342.2,-30,87.97629,2631.7507
39.560253,263091.67,264233.14,265374.35,266515.28,267655.9,113796.8,115681.17,117575.25,119478.87,121391.9,-30,88.02128,2631.8237
39.570253,263026.13,264221.6,265416.78,266611.64,267806.17,113653.24,115583.91,117524.77,119475.67,121436.45,-30,88.066271,2631.8942
39.580253,262966,264213.06,265459.81,266706.21,267952.25,113513.17,115488.05,117473.63,119469.72,121476.15,-30,88.111262,2631.9621
39.590253,262910.99,264207.42,265503.52,266799.25,268094.57,113376.24,115393.43,117421.8,119461.15,121511.3,-30,88.156253,2632.0272
